[0, 0.0005013706485150491]
[921, 8.88955050558569e-05]
[922, 5.48868998431239e-08]
[923, 0.0004267157447171739]
[924, 0.0005013706485150491]
[925, 0.0005013706485150491]
[926, 0.0005013706485150491]
[927, 0.0005013706485150491]
[928, 0.00012537748971510698]
[929, 1.2044777632494766e-08]
[930, 5.4016756813568715e-08]
[931, 0.00012537437277437832]
[932, 8.89395411482434e-05]
[933, 4.889453897804143e-09]
[934, 5.490896707413385e-08]
[935, 0.000437380906032338]
[936, 0.0005013706485150491]
[937, 0.0005013706485150491]
[938, 0.0005013706485150491]
[939, 0.0005013706485150491]
[940, 0.00012538424470507232]
[941, 1.2048956593553203e-08]
[942, 5.4038401058079775e-08]
[943, 0.0001253743829947515]
[944, 9.427940742240045e-05]
[945, 0]
[946, 8.359877691951414e-05]
[947, 0.0004320470012245672]
[948, 0.0005013706485150491]
[949, 0.0005013706485150491]
[950, 0.0005013706485150491]
[951, 0.0005013706485150491]
[952, 0.0001253842618747993]
[953, 1.2053138455281384e-08]
[954, 5.4060062653186614e-08]
[955, 0.00012537439322171404]
[956, 9.427942514924237e-05]
[957, 0]
[958, 8.359878938105592e-05]
[959, 0.00043204700177851404]
[960, 0.0005013706485150491]
[961, 0.0005013706485150491]
[962, 0.0005013706485150491]
[963, 0.0005013706485150491]
[964, 0.0005013706485150491]
[965, 0.0005013706485150491]
[966, 0.0005013706485150491]
[967, 0.0005013706485150491]
[968, 0.0005013706485150491]
[969, 0.0005013706485150491]
[970, 0.0005013706485150491]
[971, 0.0005013706485150491]
[972, 0.0005013706485150491]
[973, 0.0005013706485150491]
[974, 0.0005013706485150491]
[975, 0.0005013706485150491]
[976, 0.0005013706485150491]
[977, 0.0005013706485150491]
[978, 0.0005013706485150491]
[979, 0.0005013706485150491]
[980, 0.0005013706485150491]
[981, 0.0005013706485150491]
[982, 0.0005013706485150491]
[983, 0.0005013706485150491]
[984, 0.0005013706485150491]
[985, 0.0005013706485150491]
[986, 0.0005013706485150491]
[987, 0.0005013706485150491]
[988, 0.0005013706485150491]
[989, 0.0005013706485150491]
[990, 0.0005013706485150491]
[991, 0.0005013706485150491]
[992, 0.0005013706485150491]
[993, 0.0005013706485150491]
[994, 0.0005013706485150491]
[995, 0.0005013706485150491]
[996, 0.0005013706485150491]
[997, 0.0005013706485150491]
[998, 0.0005013706485150491]
[999, 0.0005013706485150491]
[1000, 0.0005013706485150491]
[1001, 0.0005013706485150491]
[1002, 0.0005013706485150491]
[1003, 0.0005013706485150491]
[1004, 0.0005013706485150491]
[1005, 0.0005013706485150491]
[1006, 0.0005013706485150491]
[1007, 0.0005013706485150491]
[1008, 0.0005013706485150491]
[1009, 0.0005013706485150491]
[1010, 0.0005013706485150491]
[1011, 0.0005013706485150491]
[1012, 0.0005013706485150491]
[1013, 0.0005013706485150491]
[1014, 0.0005013706485150491]
[1015, 0.0005013706485150491]
[1016, 0.0005013706485150491]
[1017, 0.0005013706485150491]
[1018, 0.0005013706485150491]
[1019, 0.0005013706485150491]
[1020, 0.0005013706485150491]
[1021, 0.0005013706485150491]
[1022, 0.0005013706485150491]
[1023, 0.0005013706485150491]
[1024, 0.0005013706485150491]
[1025, 0.0005013706485150491]
[1026, 0.0005013706485150491]
[1027, 0.0005013706485150491]
[1028, 0.0005013706485150491]
[1029, 0.0005013706485150491]
[1030, 0.0005013706485150491]
[1031, 0.0005013706485150491]
[1032, 0.0005013706485150491]
[1033, 0.0005013706485150491]
[1034, 0.0005013706485150491]
[1035, 0.0005013706485150491]
[1036, 0.0005013706485150491]
[1037, 0.0005013706485150491]
[1038, 0.0005013706485150491]
[1039, 0.0005013706485150491]
[1040, 0.0005013706485150491]
[1041, 0.0005013706485150491]
[1042, 0.0005013706485150491]
[1043, 0.0005013706485150491]
[1044, 0.0005013706485150491]
[1045, 0.0005013706485150491]
[1046, 0.0005013706485150491]
[1047, 0.0005013706485150491]
[1048, 0.0005013706485150491]
[1049, 0.0005013706485150491]
[1050, 0.0005013706485150491]
[1051, 0.0005013706485150491]
[1052, 0.0005013706485150491]
[1053, 0.0005013706485150491]
[1054, 0.0005013706485150491]
[1055, 0.0005013706485150491]
[1056, 0.0005013706485150491]
[1057, 0.0005013706485150491]
[1058, 0.0005013706485150491]
[1059, 0.0005013706485150491]
[1060, 0.0005013706485150491]
[1061, 0.0005013706485150491]
[1062, 0.0005013706485150491]
[1063, 0.0005013706485150491]
[1064, 0.0005013706485150491]
[1065, 0.0005013706485150491]
[1066, 0.0005013706485150491]
[1067, 0.0005013706485150491]
[1068, 0.0005013706485150491]
[1069, 0.0005013706485150491]
[1070, 0.0005013706485150491]
[1071, 0.0005013706485150491]
[1072, 0.0005013706485150491]
[1073, 0.0005013706485150491]
[1074, 0.0005013706485150491]
[1075, 0.0005013706485150491]
[1076, 0.0005013706485150491]
[1077, 0.0005013706485150491]
[1078, 0.0005013706485150491]
[1079, 0.0005013706485150491]
[1080, 0.0005013706485150491]
[1081, 0.0005013706485150491]
[1082, 0.0005013706485150491]
[1083, 0.0005013706485150491]
[1084, 0.0005013706485150491]
[1085, 0.0005013706485150491]
[1086, 0.0005013706485150491]
[1087, 0.0005013706485150491]
[1088, 0.0005013706485150491]
[1089, 0.0005013706485150491]
[1090, 0.0005013706485150491]
[1091, 0.0005013706485150491]
[1092, 0.0005013706485150491]
[1093, 0.0005013706485150491]
[1094, 0.0005013706485150491]
[1095, 0.0005013706485150491]
[1096, 0.0005013706485150491]
[1097, 0.0005013706485150491]
[1098, 0.0005013706485150491]
[1099, 0.0005013706485150491]
[1100, 0.0005013706485150491]
[1101, 0.0005013706485150491]
[1102, 0.0005013706485150491]
[1103, 0.0005013706485150491]
[1104, 0.0005013706485150491]
[1105, 0.0005013706485150491]
[1106, 0.0005013706485150491]
[1107, 0.0005013706485150491]
[1108, 0.0005013706485150491]
[1109, 0.0005013706485150491]
[1110, 0.0005013706485150491]
[1111, 0.0005013706485150491]
[1112, 0.0005013706485150491]
[1113, 0.0005013706485150491]
[1114, 0.0005013706485150491]
[1115, 0.0005013706485150491]
[1116, 0.0005013706485150491]
[1117, 0.0005013706485150491]
[1118, 0.0005013706485150491]
[1119, 0.0005013706485150491]
[1120, 0.0005013706485150491]
[1121, 0.0005013706485150491]
[1122, 0.0005013706485150491]
[1123, 0.0005013706485150491]
[1124, 0.0005013706485150491]
[1125, 0.0005013706485150491]
[1126, 0.0005013706485150491]
[1127, 0.0005013706485150491]
[1128, 0.0005013706485150491]
[1129, 0.0005013706485150491]
[1130, 0.0005013706485150491]
[1131, 0.0005013706485150491]
[1132, 0.0005013706485150491]
[1133, 0.0005013706485150491]
[1134, 0.0005013706485150491]
[1135, 0.0005013706485150491]
[1136, 0.0005013706485150491]
[1137, 0.0005013706485150491]
[1138, 0.0005013706485150491]
[1139, 0.0005013706485150491]
[1140, 0.0005013706485150491]
[1141, 0.0005013706485150491]
[1142, 0.0005013706485150491]
[1143, 0.0005013706485150491]
[1144, 0.0005013706485150491]
[1145, 0.0005013706485150491]
[1146, 0.0005013706485150491]
[1147, 0.0005013706485150491]
[1148, 0.0005013706485150491]
[1149, 0.0005013706485150491]
[1150, 0.0005013706485150491]
[1151, 0.0005013706485150491]
[1152, 0.0005013706485150491]
[1153, 0.0005013706485150491]
[1154, 0.0005013706485150491]
[1155, 0.0005013706485150491]
[1156, 0.0005013706485150491]
[1157, 0.0005013706485150491]
[1158, 0.0005013706485150491]
[1159, 0.0005013706485150491]
[1160, 0.0005013706485150491]
[1161, 0.0005013706485150491]
[1162, 0.0005013706485150491]
[1163, 0.0005013706485150491]
[1164, 0.0005013706485150491]
[1165, 0.0005013706485150491]
[1166, 0.0005013706485150491]
[1167, 0.0005013706485150491]
[1168, 0.0005013706485150491]
[1169, 0.0005013706485150491]
[1170, 0.0005013706485150491]
[1171, 0.0005013706485150491]
[1172, 0.0005013706485150491]
[1173, 0.0005013706485150491]
[1174, 0.0005013706485150491]
[1175, 0.0005013706485150491]
[1176, 0.0005013706485150491]
[1177, 0.0005013706485150491]
[1178, 0.0005013706485150491]
[1179, 0.0005013706485150491]
[1180, 0.0005013706485150491]
[1181, 0.0005013706485150491]
[1182, 0.0005013706485150491]
[1183, 0.0005013706485150491]
[1184, 0.0005013706485150491]
[1185, 0.0005013706485150491]
[1186, 0.0005013706485150491]
[1187, 0.0005013706485150491]
[1188, 0.0005013706485150491]
[1189, 0.0005013706485150491]
[1190, 0.0005013706485150491]
[1191, 0.0005013706485150491]
[1192, 0.0005013706485150491]
[1193, 0.0005013706485150491]
[1194, 0.0005013706485150491]
[1195, 0.0005013706485150491]
[1196, 0.00010243475574474363]
[1197, 4.9521094265526096e-08]
[1198, 4.953950436775842e-08]
[1199, 1.0318726258556561e-05]
[1200, 0.0005013706485150491]
[1201, 0.0005013706485150491]
[1202, 0.0005013706485150491]
[1203, 0.0005013706485150491]
[1204, 8.707059925319728e-05]
[1205, 4.955792816214035e-08]
[1206, 4.957636566395433e-08]
[1207, 0.000419533053595756]
[1208, 9.410429493077618e-05]
[1209, 5.408174161976988e-08]
[1210, 5.410343797872753e-08]
[1211, 5.2824311143036414e-06]
[1212, 0.0005013706485150491]
[1213, 0.0005013706485150491]
[1214, 0.0005013706485150491]
[1215, 0.0005013706485150491]
[1216, 6.228591361531928e-08]
[1217, 2.5744496916497634e-08]
[1218, 5.541542712836357e-08]
[1219, 1.095907806110774e-05]
[1220, 6.270385773618042e-08]
[1221, 5.018210635498785e-05]
[1222, 5.6017764882099036e-08]
[1223, 5.590108437236737e-06]
[1224, 0.0005013706485150491]
[1225, 0.0005013706485150491]
[1226, 0.0005013706485150491]
[1227, 0.0005013706485150491]
[1228, 5.018778303224211e-05]
[1229, 1.728678495537718e-08]
[1230, 5.6040130308986514e-08]
[1231, 1.1172928649012942e-05]
[1232, 6.187089191154653e-05]
[1233, 5.5753012208912144e-05]
[1234, 2.7905360733652423e-05]
[1235, 3.398706150728536e-05]
[1236, 0.0005013706485150491]
[1237, 0.0005013706485150491]
[1238, 0.0005013706485150491]
[1239, 0.0005013706485150491]
[1240, 6.275436794390992e-08]
[1241, 1.7292670601647508e-08]
[1242, 5.6062513600105887e-08]
[1243, 1.1201679372276827e-05]
[1244, 5.374167795388175e-05]
[1245, 0.00011443264981524219]
[1246, 5.492454112595648e-09]
[1247, 2.487352424647995e-05]
[1248, 0.0005013706485150491]
[1249, 0.0005013706485150491]
[1250, 0.0005013706485150491]
[1251, 0.0005013706485150491]
[1252, 0.0005013706485150491]
[1253, 0.0005013706485150491]
[1254, 0.0005013706485150491]
[1255, 0.0005013706485150491]
[1256, 0.0005013706485150491]
[1257, 0.0005013706485150491]
[1258, 0.0005013706485150491]
[1259, 0.0005013706485150491]
[1260, 0.0005013706485150491]
[1261, 0.0005013706485150491]
[1262, 0.0005013706485150491]
[1263, 0.0005013706485150491]
[1264, 0.0005013706485150491]
[1265, 0.0005013706485150491]
[1266, 0.0005013706485150491]
[1267, 0.0005013706485150491]
[1268, 0.0005013706485150491]
[1269, 0.0005013706485150491]
[1270, 0.0005013706485150491]
[1271, 0.0005013706485150491]
[1272, 0.0005013706485150491]
[1273, 0.0005013706485150491]
[1274, 0.0005013706485150491]
[1275, 0.0005013706485150491]
[1276, 0.0005013706485150491]
[1277, 0.0005013706485150491]
[1278, 0.0005013706485150491]
[1279, 0.0005013706485150491]
[1280, 7.683538365157972e-05]
[1281, 4.959481688849533e-08]
[1282, 4.961328185108634e-08]
[1283, 1.0318762549731342e-05]
[1284, 0.0005013706485150491]
[1285, 0.0005013706485150491]
[1286, 0.0005013706485150491]
[1287, 0.0005013706485150491]
[1288, 0.00031208975377253813]
[1289, 4.963176056708451e-08]
[1290, 4.9650253051854466e-08]
[1291, 0.00043999277549426337]
[1292, 0.00032381274653253906]
[1293, 5.412515175099555e-08]
[1294, 5.414688295755093e-08]
[1295, 5.235166134147965e-06]
[1296, 0.0005013706485150491]
[1297, 0.0005013706485150491]
[1298, 0.0005013706485150491]
[1299, 0.0005013706485150491]
[1300, 6.233909036023907e-08]
[1301, 2.575359277090869e-08]
[1302, 5.5437624102805576e-08]
[1303, 0.0004359898014139354]
[1304, 6.280752335466838e-08]
[1305, 5.0182176630781434e-05]
[1306, 5.610519793772024e-08]
[1307, 1.115891378329643e-05]
[1308, 0.0005013706485150491]
[1309, 0.0005013706485150491]
[1310, 0.0005013706485150491]
[1311, 0.0005013706485150491]
[1312, 6.28341348388339e-08]
[1313, 1.7298560256839676e-08]
[1314, 5.612763324174895e-08]
[1315, 5.603025882286433e-06]
[1316, 6.378106225605001e-08]
[1317, 5.575304442411206e-05]
[1318, 2.790539743655926e-05]
[1319, 3.398706738419805e-05]
[1320, 0.0005013706485150491]
[1321, 0.0005013706485150491]
[1322, 0.0005013706485150491]
[1323, 0.0005013706485150491]
[1324, 6.286076888037104e-08]
[1325, 1.7304453925053793e-08]
[1326, 5.615008649381718e-08]
[1327, 0.0003454012182866471]
[1328, 6.465473718941453e-05]
[1329, 9.645403334494861e-05]
[1330, 5.7895839431778496e-05]
[1331, 3.2841085493562783e-05]
[1332, 0.0005013706485150491]
[1333, 0.0005013706485150491]
[1334, 0.0005013706485150491]
[1335, 0.0005013706485150491]
[1336, 0.00016715939163047396]
[1337, 1.731035161039362e-08]
[1338, 5.617255771546214e-08]
[1339, 5.6323343786784965e-06]
[1340, 6.071246006708885e-05]
[1341, 9.653064108869897e-05]
[1342, 1.088365241839874e-08]
[1343, 3.1838639895039966e-05]
[1344, 0.0005013706485150491]
[1345, 0.0005013706485150491]
[1346, 0.0005013706485150491]
[1347, 0.0005013706485150491]
[1348, 0.0005013706485150491]
[1349, 0.0005013706485150491]
[1350, 0.0005013706485150491]
[1351, 0.0005013706485150491]
[1352, 0.0005013706485150491]
[1353, 0.0005013706485150491]
[1354, 0.0005013706485150491]
[1355, 0.0005013706485150491]
[1356, 0.0005013706485150491]
[1357, 0.0005013706485150491]
[1358, 0.0005013706485150491]
[1359, 0.0005013706485150491]
[1360, 0.0005013706485150491]
[1361, 0.0005013706485150491]
[1362, 0.0005013706485150491]
[1363, 0.0005013706485150491]
[1364, 0.00030697545812486597]
[1365, 4.9668759320791036e-08]
[1366, 4.9687279389307466e-08]
[1367, 1.031883522331847e-05]
[1368, 0.0005013706485150491]
[1369, 0.0005013706485150491]
[1370, 0.0005013706485150491]
[1371, 0.0005013706485150491]
[1372, 0.0005013706485150491]
[1373, 0.0005013706485150491]
[1374, 0.0005013706485150491]
[1375, 0.0005013706485150491]
[1376, 9.73059753212558e-05]
[1377, 4.970581327285176e-08]
[1378, 4.9724360986884835e-08]
[1379, 1.0325304489170365e-05]
[1380, 0.0005013706485150491]
[1381, 0.0005013706485150491]
[1382, 0.0005013706485150491]
[1383, 0.0005013706485150491]
[1384, 6.106727216836701e-08]
[1385, 1.904090610426173e-11]
[1386, 5.4168631619383616e-08]
[1387, 0.00042827108555623476]
[1388, 6.175546983702318e-08]
[1389, 8.359880185099322e-05]
[1390, 5.498658828272636e-08]
[1391, 5.394251425960058e-06]
[1392, 0.0005013706485150491]
[1393, 0.0005013706485150491]
[1394, 0.0005013706485150491]
[1395, 0.0005013706485150491]
[1396, 6.180851158790894e-08]
[1397, 5.540478419802355e-09]
[1398, 5.50087357533708e-08]
[1399, 0.0003378190122958834]
[1400, 6.330196438803394e-08]
[1401, 7.166520642879329e-05]
[1402, 5.666360082925154e-08]
[1403, 4.169535646620864e-05]
[1404, 0.0005013706485150491]
[1405, 0.0005013706485150491]
[1406, 0.0005013706485150491]
[1407, 0.0005013706485150491]
[1408, 0.00018315535892919158]
[1409, 5.542385092610653e-09]
[1410, 5.5030901070382856e-08]
[1411, 0.0004480460085509257]
[1412, 2.9249841305005503e-05]
[1413, 7.483783880822282e-05]
[1414, 7.483785245058923e-05]
[1415, 5.846137705669397e-05]
[1416, 0.0005013706485150491]
[1417, 0.0005013706485150491]
[1418, 0.0005013706485150491]
[1419, 0.0005013706485150491]
[1420, 6.183506664213961e-08]
[1421, 5.544293078135966e-09]
[1422, 5.505308425534038e-08]
[1423, 0.00041605052759503396]
[1424, 4.8398475305512986e-05]
[1425, 6.271545843467596e-05]
[1426, 8.360117822722683e-05]
[1427, 4.8396437333028084e-05]
[1428, 0.0005013706485150491]
[1429, 0.0005013706485150491]
[1430, 0.0005013706485150491]
[1431, 0.0005013706485150491]
[1432, 6.607813688683596e-08]
[1433, 5.546202377733411e-09]
[1434, 5.507528532984826e-08]
[1435, 5.394329465331903e-06]
[1436, 6.928788311375097e-05]
[1437, 6.271548688164047e-05]
[1438, 8.360120363725333e-05]
[1439, 2.749677955781708e-05]
[1440, 0.0005013706485150491]
[1441, 0.0005013706485150491]
[1442, 0.0005013706485150491]
[1443, 0.0005013706485150491]
[1444, 0.0005013706485150491]
[1445, 0.0005013706485150491]
[1446, 0.0005013706485150491]
[1447, 0.0005013706485150491]
[1448, 8.707063608096956e-05]
[1449, 4.9742922546889316e-08]
[1450, 4.976149796837142e-08]
[1451, 1.0322029413862724e-05]
[1452, 0.0005013706485150491]
[1453, 0.0005013706485150491]
[1454, 0.0005013706485150491]
[1455, 0.0005013706485150491]
[1456, 0.0005013706485150491]
[1457, 0.0005013706485150491]
[1458, 0.0005013706485150491]
[1459, 0.0005013706485150491]
[1460, 0.00029162661258351523]
[1461, 4.978008726686615e-08]
[1462, 4.9798690457931345e-08]
[1463, 1.0328469439495316e-05]
[1464, 0.0005013706485150491]
[1465, 0.0005013706485150491]
[1466, 0.0005013706485150491]
[1467, 0.0005013706485150491]
[1468, 0.0005013706485150491]
[1469, 0.0005013706485150491]
[1470, 0.0005013706485150491]
[1471, 0.0005013706485150491]
[1472, 0.0003325526596198837]
[1473, 4.981730755713707e-08]
[1474, 4.983593858009602e-08]
[1475, 1.5452875023572548e-05]
[1476, 0.0005013706485150491]
[1477, 0.0005013706485150491]
[1478, 0.0005013706485150491]
[1479, 0.0005013706485150491]
[1480, 0.0002558096436514252]
[1481, 4.985458354243408e-08]
[1482, 4.987324245978812e-08]
[1483, 0.00014325702028606383]
[1484, 8.360387559961748e-05]
[1485, 5.5097504315561756e-08]
[1486, 5.511974123415614e-08]
[1487, 6.19104798838875e-08]
[1488, 0.0005013706485150491]
[1489, 0.0005013706485150491]
[1490, 0.0005013706485150491]
[1491, 0.0005013706485150491]
[1492, 4.6135762911169376e-05]
[1493, 4.9891915347837855e-08]
[1494, 4.9910602222277375e-08]
[1495, 0.00038884308413962923]
[1496, 4.1664474846491445e-05]
[1497, 5.6685793585879043e-08]
[1498, 5.670800373133066e-08]
[1499, 3.5866893576972025e-05]
[1500, 0.0005013706485150491]
[1501, 0.0005013706485150491]
[1502, 0.0005013706485150491]
[1503, 0.0005013706485150491]
[1504, 6.84976319879332e-08]
[1505, 4.9929303098824086e-08]
[1506, 4.994801799322423e-08]
[1507, 0.0004297629419012539]
[1508, 3.732167520641393e-05]
[1509, 5.7109714829032625e-08]
[1510, 9.404320226682976e-05]
[1511, 6.007388262904857e-06]
[1512, 0.0005013706485150491]
[1513, 0.0005013706485150491]
[1514, 0.0005013706485150491]
[1515, 0.0005013706485150491]
[1516, 7.429888994077478e-08]
[1517, 4.996674692123894e-08]
[1518, 4.998548989866685e-08]
[1519, 0.0004195330543661068]
[1520, 1.4536798183447403e-08]
[1521, 5.7150296285966437e-08]
[1522, 6.271454283485543e-05]
[1523, 1.1975074077029119e-05]
[1524, 0.0005013706485150491]
[1525, 0.0005013706485150491]
[1526, 0.0005013706485150491]
[1527, 0.0005013706485150491]
[1528, 7.433135549867983e-08]
[1529, 5.0004246941316815e-08]
[1530, 5.0023018065019814e-08]
[1531, 0.00041953305513652093]
[1532, 1.4541270761646588e-08]
[1533, 5.719219478100678e-08]
[1534, 6.271457452693611e-05]
[1535, 1.1975086605289382e-05]
[1536, 0.0005013706485150491]
[1537, 0.0005013706485150491]
[1538, 0.0005013706485150491]
[1539, 0.0005013706485150491]
[1540, 0.0005013706485150491]
[1541, 0.0005013706485150491]
[1542, 0.0005013706485150491]
[1543, 0.0005013706485150491]
[1544, 0.0005013706485150491]
[1545, 0.0005013706485150491]
[1546, 0.0005013706485150491]
[1547, 0.0005013706485150491]
[1548, 0.0005013706485150491]
[1549, 0.0005013706485150491]
[1550, 0.0005013706485150491]
[1551, 0.0005013706485150491]
[1552, 0.0005013706485150491]
[1553, 0.0005013706485150491]
[1554, 0.0005013706485150491]
[1555, 0.0005013706485150491]
[1556, 0.0005013706485150491]
[1557, 0.0005013706485150491]
[1558, 0.0005013706485150491]
[1559, 0.0005013706485150491]
[1560, 0.0005013706485150491]
[1561, 0.0005013706485150491]
[1562, 0.0005013706485150491]
[1563, 0.0005013706485150491]
[1564, 0.0005013706485150491]
[1565, 0.0005013706485150491]
[1566, 0.0005013706485150491]
[1567, 0.0005013706485150491]
[1568, 0.0005013706485150491]
[1569, 0.0005013706485150491]
[1570, 0.0005013706485150491]
[1571, 0.0005013706485150491]
[1572, 0.0005013706485150491]
[1573, 0.0005013706485150491]
[1574, 0.0005013706485150491]
[1575, 0.0005013706485150491]
[1576, 0.0005013706485150491]
[1577, 0.0005013706485150491]
[1578, 0.0005013706485150491]
[1579, 0.0005013706485150491]
[1580, 0.0005013706485150491]
[1581, 0.0005013706485150491]
[1582, 0.0005013706485150491]
[1583, 0.0005013706485150491]
[1584, 0.0005013706485150491]
[1585, 0.0005013706485150491]
[1586, 0.0005013706485150491]
[1587, 0.0005013706485150491]
[1588, 0.0005013706485150491]
[1589, 0.0005013706485150491]
[1590, 0.0005013706485150491]
[1591, 0.0005013706485150491]
[1592, 4.101209229758245e-05]
[1593, 5.004180328564533e-08]
[1594, 5.006060261906939e-08]
[1595, 0.00032745914295207454]
[1596, 0.0005013706485150491]
[1597, 0.0005013706485150491]
[1598, 0.0005013706485150491]
[1599, 0.0005013706485150491]
[1600, 0.0005013706485150491]
[1601, 0.0005013706485150491]
[1602, 0.0005013706485150491]
[1603, 0.0005013706485150491]
[1604, 6.030711638050628e-08]
[1605, 5.0079416081216776e-08]
[1606, 5.009824368800405e-08]
[1607, 0.00036326646372419137]
[1608, 0.0005013706485150491]
[1609, 0.0005013706485150491]
[1610, 0.0005013706485150491]
[1611, 0.0005013706485150491]
[1612, 0.0005013706485150491]
[1613, 0.0005013706485150491]
[1614, 0.0005013706485150491]
[1615, 0.0005013706485150491]
[1616, 6.033308651132581e-08]
[1617, 5.011708545538992e-08]
[1618, 5.013594139936843e-08]
[1619, 0.00036326646780677726]
[1620, 0.0005013706485150491]
[1621, 0.0005013706485150491]
[1622, 0.0005013706485150491]
[1623, 0.0005013706485150491]
[1624, 0.0005013706485150491]
[1625, 0.0005013706485150491]
[1626, 0.0005013706485150491]
[1627, 0.0005013706485150491]
[1628, 6.035907901628903e-08]
[1629, 5.0154811535926266e-08]
[1630, 5.0173695881107027e-08]
[1631, 0.0003632664698485082]
[1632, 0.0005013706485150491]
[1633, 0.0005013706485150491]
[1634, 0.0005013706485150491]
[1635, 0.0005013706485150491]
[1636, 0.0005013706485150491]
[1637, 0.0005013706485150491]
[1638, 0.0005013706485150491]
[1639, 0.0005013706485150491]
[1640, 0.0005013706485150491]
[1641, 0.0005013706485150491]
[1642, 0.0005013706485150491]
[1643, 0.0005013706485150491]
[1644, 0.0005013706485150491]
[1645, 0.0005013706485150491]
[1646, 0.0005013706485150491]
[1647, 0.0005013706485150491]
[1648, 0.0005013706485150491]
[1649, 0.0005013706485150491]
[1650, 0.0005013706485150491]
[1651, 0.0005013706485150491]
[1652, 0.0005013706485150491]
[1653, 0.0005013706485150491]
[1654, 0.0005013706485150491]
[1655, 0.0005013706485150491]
[1656, 0.0005013706485150491]
[1657, 0.0005013706485150491]
[1658, 0.0005013706485150491]
[1659, 0.0005013706485150491]
[1660, 0.0005013706485150491]
[1661, 0.0005013706485150491]
[1662, 0.0005013706485150491]
[1663, 0.0005013706485150491]
[1664, 0.0005013706485150491]
[1665, 0.0005013706485150491]
[1666, 0.0005013706485150491]
[1667, 0.0005013706485150491]
[1668, 0.0005013706485150491]
[1669, 0.0005013706485150491]
[1670, 0.0005013706485150491]
[1671, 0.0005013706485150491]
[1672, 0.0005013706485150491]
[1673, 0.0005013706485150491]
[1674, 0.0005013706485150491]
[1675, 0.0005013706485150491]
[1676, 6.038509392432583e-08]
[1677, 5.0192594450955756e-08]
[1678, 5.0211507261546944e-08]
[1679, 0.00034280592783123476]
[1680, 0.0005013706485150491]
[1681, 0.0005013706485150491]
[1682, 0.0005013706485150491]
[1683, 0.0005013706485150491]
[1684, 0.0005013706485150491]
[1685, 0.0005013706485150491]
[1686, 0.0005013706485150491]
[1687, 0.0005013706485150491]
[1688, 5.186123901567125e-06]
[1689, 5.0230434328989846e-08]
[1690, 5.024937566940207e-08]
[1691, 0.0003428059304530893]
[1692, 0.0005013706485150491]
[1693, 0.0005013706485150491]
[1694, 0.0005013706485150491]
[1695, 0.0005013706485150491]
[1696, 0.0005013706485150491]
[1697, 0.0005013706485150491]
[1698, 0.0005013706485150491]
[1699, 0.0005013706485150491]
[1700, 5.186154780456957e-06]
[1701, 5.026833129894588e-08]
[1702, 5.0287301233779756e-08]
[1703, 0.0003428059330753724]
[1704, 0.0005013706485150491]
[1705, 0.0005013706485150491]
[1706, 0.0005013706485150491]
[1707, 0.0005013706485150491]
[1708, 0.0005013706485150491]
[1709, 0.0005013706485150491]
[1710, 0.0005013706485150491]
[1711, 0.0005013706485150491]
[1712, 5.18618568656064e-06]
[1713, 5.0306285490118015e-08]
[1714, 5.032528408417268e-08]
[1715, 0.0003428059356980832]
[1716, 0.0005013706485150491]
[1717, 0.0005013706485150491]
[1718, 0.0005013706485150491]
[1719, 0.0005013706485150491]
[1720, 0.0005013706485150491]
[1721, 0.0005013706485150491]
[1722, 0.0005013706485150491]
[1723, 0.0005013706485150491]
[1724, 5.1862166199141415e-06]
[1725, 5.034429703219457e-08]
[1726, 5.036332435045376e-08]
[1727, 0.00034280593832122254]
[1728, 0.0005013706485150491]
[1729, 0.0005013706485150491]
[1730, 0.0005013706485150491]
[1731, 0.0005013706485150491]
[1732, 0.0005013706485150491]
[1733, 0.0005013706485150491]
[1734, 0.0005013706485150491]
[1735, 0.0005013706485150491]
[1736, 0.0005013706485150491]
[1737, 0.0005013706485150491]
[1738, 0.0005013706485150491]
[1739, 0.0005013706485150491]
[1740, 0.0005013706485150491]
[1741, 0.0005013706485150491]
[1742, 0.0005013706485150491]
[1743, 0.0005013706485150491]
[1744, 0.0005013706485150491]
[1745, 0.0005013706485150491]
[1746, 0.0005013706485150491]
[1747, 0.0005013706485150491]
[1748, 0.0005013706485150491]
[1749, 0.0005013706485150491]
[1750, 0.0005013706485150491]
[1751, 0.0005013706485150491]
[1752, 0.0005013706485150491]
[1753, 0.0005013706485150491]
[1754, 0.0005013706485150491]
[1755, 0.0005013706485150491]
[1756, 0.0005013706485150491]
[1757, 0.0005013706485150491]
[1758, 0.0005013706485150491]
[1759, 0.0005013706485150491]
[1760, 0.0005013706485150491]
[1761, 0.0005013706485150491]
[1762, 0.0005013706485150491]
[1763, 0.0005013706485150491]
[1764, 0.0005013706485150491]
[1765, 0.0005013706485150491]
[1766, 0.0005013706485150491]
[1767, 0.0005013706485150491]
[1768, 0.00010243480803500173]
[1769, 5.038236605525428e-08]
[1770, 5.040142216291635e-08]
[1771, 1.0342158146552298e-05]
[1772, 0.00010754886978504189]
[1773, 5.0420492689779496e-08]
[1774, 5.043957765221856e-08]
[1775, 0.00032746168183915233]
[1776, 0.0005013706485150491]
[1777, 0.0005013706485150491]
[1778, 0.0005013706485150491]
[1779, 0.0005013706485150491]
[1780, 9.219187817563329e-05]
[1781, 5.045867706662555e-08]
[1782, 5.0477790949434926e-08]
